Dataset,Tool,value,type
crc_baxter,Wilcoxon (CLR),0,Precision
crc_zeller,Wilcoxon (CLR),0,Precision
edd_singh,Wilcoxon (CLR),0.013422819,Precision
glass_plastic_oberbeckmann,Wilcoxon (CLR),1,Precision
GWMC_ASIA_NA,Wilcoxon (CLR),0.001156642,Precision
GWMC_HOT_COLD,Wilcoxon (CLR),0,Precision
Ji_WTP_DS,Wilcoxon (CLR),0.337349398,Precision
MALL,Wilcoxon (CLR),1,Precision
ob_goodrich,Wilcoxon (CLR),0,Precision
ob_turnbaugh,Wilcoxon (CLR),0,Precision
ob_zhu,Wilcoxon (CLR),0.007722008,Precision
Office,Wilcoxon (CLR),0,Precision
sed_plastic_hoellein,Wilcoxon (CLR),0.099190283,Precision
sed_plastic_rosato,Wilcoxon (CLR),0.212698413,Precision
seston_plastic_mccormick,Wilcoxon (CLR),0.020193861,Precision
sw_plastic_frere,Wilcoxon (CLR),0.112491825,Precision
sw_sed_detender,Wilcoxon (CLR),0.145150502,Precision
wood_plastic_kesy,Wilcoxon (CLR),0.007042254,Precision
ArcticFireSoils,Wilcoxon (rare),0.013597734,Precision
ArcticFreshwaters,Wilcoxon (rare),0,Precision
ArcticTransects,Wilcoxon (rare),0,Precision
Blueberry,Wilcoxon (rare),0,Precision
cdi_schubert,Wilcoxon (rare),0.098360656,Precision
Chemerin,Wilcoxon (rare),0.271428571,Precision
crc_baxter,Wilcoxon (rare),0,Precision
crc_zeller,Wilcoxon (rare),0,Precision
edd_singh,Wilcoxon (rare),0.016393443,Precision
glass_plastic_oberbeckmann,Wilcoxon (rare),0.2,Precision
GWMC_ASIA_NA,Wilcoxon (rare),0.001284404,Precision
GWMC_HOT_COLD,Wilcoxon (rare),0,Precision
hiv_noguerajulian,Wilcoxon (rare),0,Precision
ibd_gevers,Wilcoxon (rare),0,Precision
Ji_WTP_DS,Wilcoxon (rare),0.303867403,Precision
ob_goodrich,Wilcoxon (rare),0,Precision
ob_zhu,Wilcoxon (rare),0.041666667,Precision
Office,Wilcoxon (rare),0,Precision
sed_plastic_rosato,Wilcoxon (rare),0.343023256,Precision
seston_plastic_mccormick,Wilcoxon (rare),0.055837563,Precision
sw_plastic_frere,Wilcoxon (rare),0.838235294,Precision
sw_sed_detender,Wilcoxon (rare),0.145610278,Precision
t1d_mejialeon,Wilcoxon (rare),0.3125,Precision
wood_plastic_kesy,Wilcoxon (rare),0.034482759,Precision
ArcticFireSoils,limma voom (TMM),0.012108981,Precision
ArcticFreshwaters,limma voom (TMM),0,Precision
ArcticTransects,limma voom (TMM),0,Precision
art_scher,limma voom (TMM),0,Precision
BISCUIT,limma voom (TMM),0,Precision
Blueberry,limma voom (TMM),0,Precision
cdi_schubert,limma voom (TMM),0.197969543,Precision
Chemerin,limma voom (TMM),0.316666667,Precision
crc_baxter,limma voom (TMM),0,Precision
crc_zeller,limma voom (TMM),0,Precision
edd_singh,limma voom (TMM),0.022988506,Precision
glass_plastic_oberbeckmann,limma voom (TMM),0.214285714,Precision
GWMC_ASIA_NA,limma voom (TMM),0.001211911,Precision
GWMC_HOT_COLD,limma voom (TMM),0,Precision
hiv_lozupone,limma voom (TMM),0,Precision
hiv_noguerajulian,limma voom (TMM),0,Precision
ibd_gevers,limma voom (TMM),0,Precision
Ji_WTP_DS,limma voom (TMM),0.285714286,Precision
MALL,limma voom (TMM),0.009345794,Precision
ob_goodrich,limma voom (TMM),0,Precision
ob_turnbaugh,limma voom (TMM),0,Precision
ob_zhu,limma voom (TMM),0.333333333,Precision
Office,limma voom (TMM),0,Precision
sed_plastic_hoellein,limma voom (TMM),0.666666667,Precision
sed_plastic_rosato,limma voom (TMM),0.167919799,Precision
seston_plastic_mccormick,limma voom (TMM),0.038961039,Precision
sw_plastic_frere,limma voom (TMM),0.361904762,Precision
sw_sed_detender,limma voom (TMM),0.149140893,Precision
t1d_mejialeon,limma voom (TMM),0.117647059,Precision
wood_plastic_kesy,limma voom (TMM),0.032786885,Precision
ArcticFireSoils,limma voom (TMMwsp),0.016701461,Precision
ArcticFreshwaters,limma voom (TMMwsp),0,Precision
ArcticTransects,limma voom (TMMwsp),0,Precision
BISCUIT,limma voom (TMMwsp),0,Precision
Blueberry,limma voom (TMMwsp),0,Precision
cdi_schubert,limma voom (TMMwsp),0.068421053,Precision
cdi_vincent,limma voom (TMMwsp),0,Precision
Chemerin,limma voom (TMMwsp),0.219399538,Precision
crc_baxter,limma voom (TMMwsp),0,Precision
crc_zeller,limma voom (TMMwsp),0,Precision
edd_singh,limma voom (TMMwsp),0.028169014,Precision
glass_plastic_oberbeckmann,limma voom (TMMwsp),0.028248588,Precision
GWMC_ASIA_NA,limma voom (TMMwsp),0.00127134,Precision
GWMC_HOT_COLD,limma voom (TMMwsp),0,Precision
hiv_lozupone,limma voom (TMMwsp),0,Precision
hiv_noguerajulian,limma voom (TMMwsp),0,Precision
ibd_gevers,limma voom (TMMwsp),0,Precision
ibd_papa,limma voom (TMMwsp),0.022727273,Precision
Ji_WTP_DS,limma voom (TMMwsp),0.306010929,Precision
MALL,limma voom (TMMwsp),0.041666667,Precision
ob_goodrich,limma voom (TMMwsp),0,Precision
ob_ross,limma voom (TMMwsp),0,Precision
ob_turnbaugh,limma voom (TMMwsp),0,Precision
ob_zhu,limma voom (TMMwsp),0.004357298,Precision
Office,limma voom (TMMwsp),0,Precision
sed_plastic_hoellein,limma voom (TMMwsp),0.116389549,Precision
sed_plastic_rosato,limma voom (TMMwsp),0.223706177,Precision
seston_plastic_mccormick,limma voom (TMMwsp),0.043478261,Precision
sw_plastic_frere,limma voom (TMMwsp),0.459863946,Precision
sw_sed_detender,limma voom (TMMwsp),0.132965686,Precision
t1d_mejialeon,limma voom (TMMwsp),0.363636364,Precision
wood_plastic_kesy,limma voom (TMMwsp),0.028571429,Precision
ArcticFireSoils,ALDEx2,0.087431694,F1 Score
cdi_schubert,ALDEx2,0.451612903,F1 Score
Chemerin,ALDEx2,0.574018127,F1 Score
edd_singh,ALDEx2,0.088888889,F1 Score
glass_plastic_oberbeckmann,ALDEx2,0.8,F1 Score
GWMC_ASIA_NA,ALDEx2,0.003704684,F1 Score
Ji_WTP_DS,ALDEx2,0.548780488,F1 Score
MALL,ALDEx2,1,F1 Score
ob_zhu,ALDEx2,0.285714286,F1 Score
sed_plastic_hoellein,ALDEx2,0.150943396,F1 Score
sed_plastic_rosato,ALDEx2,0.632098765,F1 Score
seston_plastic_mccormick,ALDEx2,0.112149533,F1 Score
sw_plastic_frere,ALDEx2,0.748110831,F1 Score
sw_sed_detender,ALDEx2,0.414913958,F1 Score
t1d_mejialeon,ALDEx2,0.166666667,F1 Score
wood_plastic_kesy,ALDEx2,0.102564103,F1 Score
ArcticFireSoils,ANCOM-II,0.219047619,F1 Score
cdi_schubert,ANCOM-II,0.552238806,F1 Score
Chemerin,ANCOM-II,0.811965812,F1 Score
edd_singh,ANCOM-II,0.235294118,F1 Score
glass_plastic_oberbeckmann,ANCOM-II,0.666666667,F1 Score
GWMC_ASIA_NA,ANCOM-II,0.011764706,F1 Score
hiv_lozupone,ANCOM-II,0.054054054,F1 Score
Ji_WTP_DS,ANCOM-II,0.530120482,F1 Score
MALL,ANCOM-II,1,F1 Score
ob_zhu,ANCOM-II,0.1,F1 Score
sed_plastic_hoellein,ANCOM-II,0.225806452,F1 Score
sed_plastic_rosato,ANCOM-II,0.526315789,F1 Score
seston_plastic_mccormick,ANCOM-II,0.179487179,F1 Score
sw_plastic_frere,ANCOM-II,0.868556701,F1 Score
sw_sed_detender,ANCOM-II,0.791208791,F1 Score
t1d_mejialeon,ANCOM-II,0.166666667,F1 Score
wood_plastic_kesy,ANCOM-II,0.2,F1 Score
ArcticFireSoils,corncob,0.042553191,F1 Score
cdi_schubert,corncob,0.268656716,F1 Score
Chemerin,corncob,0.186528497,F1 Score
edd_singh,corncob,0.046511628,F1 Score
glass_plastic_oberbeckmann,corncob,0.461538462,F1 Score
GWMC_ASIA_NA,corncob,0.002627135,F1 Score
hiv_lozupone,corncob,0.290909091,F1 Score
Ji_WTP_DS,corncob,0.270833333,F1 Score
ob_zhu,corncob,0.017241379,F1 Score
sed_plastic_hoellein,corncob,0.050955414,F1 Score
sed_plastic_rosato,corncob,0.402321083,F1 Score
seston_plastic_mccormick,corncob,0.052083333,F1 Score
sw_plastic_frere,corncob,0.368070953,F1 Score
sw_sed_detender,corncob,0.168345324,F1 Score
t1d_alkanani,corncob,0.405797101,F1 Score
t1d_mejialeon,corncob,0.258064516,F1 Score
wood_plastic_kesy,corncob,0.032786885,F1 Score
ArcticFireSoils,DESeq2,0.037037037,F1 Score
cdi_schubert,DESeq2,0.135714286,F1 Score
Chemerin,DESeq2,0.442890443,F1 Score
edd_singh,DESeq2,0.064516129,F1 Score
glass_plastic_oberbeckmann,DESeq2,0.461538462,F1 Score
GWMC_ASIA_NA,DESeq2,0.002997859,F1 Score
Ji_WTP_DS,DESeq2,0.421052632,F1 Score
MALL,DESeq2,0.068965517,F1 Score
ob_zhu,DESeq2,0.0625,F1 Score
sed_plastic_hoellein,DESeq2,0.170940171,F1 Score
sed_plastic_rosato,DESeq2,0.510556622,F1 Score
seston_plastic_mccormick,DESeq2,0.044624746,F1 Score
sw_plastic_frere,DESeq2,0.212958768,F1 Score
sw_sed_detender,DESeq2,0.333846154,F1 Score
t1d_mejialeon,DESeq2,0.5,F1 Score
wood_plastic_kesy,DESeq2,0.078431373,F1 Score
ArcticFireSoils,edgeR,0.020477816,F1 Score
cdi_schubert,edgeR,0.159744409,F1 Score
Chemerin,edgeR,0.395833333,F1 Score
edd_singh,edgeR,0.027210884,F1 Score
glass_plastic_oberbeckmann,edgeR,0.074074074,F1 Score
GWMC_ASIA_NA,edgeR,0.002520706,F1 Score
hiv_lozupone,edgeR,0.181818182,F1 Score
ibd_papa,edgeR,0.06779661,F1 Score
Ji_WTP_DS,edgeR,0.425855513,F1 Score
MALL,edgeR,0.012121212,F1 Score
ob_zhu,edgeR,0.017241379,F1 Score
sed_plastic_hoellein,edgeR,0.120588235,F1 Score
sed_plastic_rosato,edgeR,0.343589744,F1 Score
seston_plastic_mccormick,edgeR,0.040033361,F1 Score
sw_plastic_frere,edgeR,0.196937856,F1 Score
sw_sed_detender,edgeR,0.210373243,F1 Score
t1d_mejialeon,edgeR,0.133333333,F1 Score
wood_plastic_kesy,edgeR,0.017777778,F1 Score
ArcticFireSoils,LEfSe,0.023976024,F1 Score
cdi_schubert,LEfSe,0.168224299,F1 Score
Chemerin,LEfSe,0.411255411,F1 Score
edd_singh,LEfSe,0.029411765,F1 Score
glass_plastic_oberbeckmann,LEfSe,0.098039216,F1 Score
GWMC_ASIA_NA,LEfSe,0.002522523,F1 Score
hiv_lozupone,LEfSe,0.275,F1 Score
ibd_papa,LEfSe,0.075,F1 Score
Ji_WTP_DS,LEfSe,0.453441296,F1 Score
MALL,LEfSe,0.032786885,F1 Score
ob_zhu,LEfSe,0.007633588,F1 Score
sed_plastic_hoellein,LEfSe,0.063882064,F1 Score
sed_plastic_rosato,LEfSe,0.4184514,F1 Score
seston_plastic_mccormick,LEfSe,0.050520059,F1 Score
sw_plastic_frere,LEfSe,0.651709402,F1 Score
sw_sed_detender,LEfSe,0.249552239,F1 Score
t1d_alkanani,LEfSe,0.162162162,F1 Score
t1d_mejialeon,LEfSe,0.252873563,F1 Score
wood_plastic_kesy,LEfSe,0.015503876,F1 Score
ArcticFireSoils,MaAsLin2,0.027777778,F1 Score
cdi_schubert,MaAsLin2,0.154786151,F1 Score
Chemerin,MaAsLin2,0.407725322,F1 Score
edd_singh,MaAsLin2,0.035087719,F1 Score
glass_plastic_oberbeckmann,MaAsLin2,0.266666667,F1 Score
GWMC_ASIA_NA,MaAsLin2,0.002568336,F1 Score
hiv_lozupone,MaAsLin2,0.153846154,F1 Score
ibd_papa,MaAsLin2,0.2,F1 Score
Ji_WTP_DS,MaAsLin2,0.464135021,F1 Score
MALL,MaAsLin2,1,F1 Score
ob_zhu,MaAsLin2,0.012345679,F1 Score
sed_plastic_hoellein,MaAsLin2,0.049586777,F1 Score
sed_plastic_rosato,MaAsLin2,0.423756019,F1 Score
seston_plastic_mccormick,MaAsLin2,0.050793651,F1 Score
sw_plastic_frere,MaAsLin2,0.738882554,F1 Score
sw_sed_detender,MaAsLin2,0.223596084,F1 Score
t1d_mejialeon,MaAsLin2,0.487804878,F1 Score
wood_plastic_kesy,MaAsLin2,0.037383178,F1 Score
ArcticFireSoils,MaAsLin2 (rare),0.028452875,F1 Score
cdi_schubert,MaAsLin2 (rare),0.191489362,F1 Score
Chemerin,MaAsLin2 (rare),0.442890443,F1 Score
edd_singh,MaAsLin2 (rare),0.037735849,F1 Score
glass_plastic_oberbeckmann,MaAsLin2 (rare),0.307692308,F1 Score
GWMC_ASIA_NA,MaAsLin2 (rare),0.002596921,F1 Score
hiv_lozupone,MaAsLin2 (rare),0.054054054,F1 Score
ibd_papa,MaAsLin2 (rare),0.2,F1 Score
Ji_WTP_DS,MaAsLin2 (rare),0.465517241,F1 Score
sed_plastic_hoellein,MaAsLin2 (rare),0.034482759,F1 Score
sed_plastic_rosato,MaAsLin2 (rare),0.489270386,F1 Score
seston_plastic_mccormick,MaAsLin2 (rare),0.075675676,F1 Score
sw_plastic_frere,MaAsLin2 (rare),0.750841751,F1 Score
sw_sed_detender,MaAsLin2 (rare),0.249388753,F1 Score
t1d_mejialeon,MaAsLin2 (rare),0.344827586,F1 Score
wood_plastic_kesy,MaAsLin2 (rare),0.057142857,F1 Score
ArcticFireSoils,metagenomeSeq,0.030103481,F1 Score
cdi_schubert,metagenomeSeq,0.365384615,F1 Score
Chemerin,metagenomeSeq,0.412416851,F1 Score
edd_singh,metagenomeSeq,0.108108108,F1 Score
glass_plastic_oberbeckmann,metagenomeSeq,0.153846154,F1 Score
GWMC_ASIA_NA,metagenomeSeq,0.002606106,F1 Score
ibd_papa,metagenomeSeq,0.166666667,F1 Score
Ji_WTP_DS,metagenomeSeq,0.415458937,F1 Score
sed_plastic_hoellein,metagenomeSeq,0.105263158,F1 Score
sed_plastic_rosato,metagenomeSeq,0.365887208,F1 Score
seston_plastic_mccormick,metagenomeSeq,0.085427136,F1 Score
sw_plastic_frere,metagenomeSeq,0.652977413,F1 Score
sw_sed_detender,metagenomeSeq,0.231464738,F1 Score
t1d_mejialeon,metagenomeSeq,0.4,F1 Score
wood_plastic_kesy,metagenomeSeq,0.075471698,F1 Score
ArcticFireSoils,t-test (rare),0.029869322,F1 Score
cdi_schubert,t-test (rare),0.12,F1 Score
Chemerin,t-test (rare),0.413043478,F1 Score
edd_singh,t-test (rare),0.121212121,F1 Score
GWMC_ASIA_NA,t-test (rare),0.002770631,F1 Score
Ji_WTP_DS,t-test (rare),0.44198895,F1 Score
sed_plastic_rosato,t-test (rare),0.598187311,F1 Score
seston_plastic_mccormick,t-test (rare),0.024691358,F1 Score
sw_plastic_frere,t-test (rare),0.225859247,F1 Score
sw_sed_detender,t-test (rare),0.428426396,F1 Score
t1d_mejialeon,t-test (rare),0.166666667,F1 Score
wood_plastic_kesy,t-test (rare),0.117647059,F1 Score
ArcticFireSoils,Wilcoxon (CLR),0.022588235,F1 Score
cdi_schubert,Wilcoxon (CLR),0.132427844,F1 Score
Chemerin,Wilcoxon (CLR),0.431818182,F1 Score
edd_singh,Wilcoxon (CLR),0.026490066,F1 Score
glass_plastic_oberbeckmann,Wilcoxon (CLR),0.571428571,F1 Score
GWMC_ASIA_NA,Wilcoxon (CLR),0.002310612,F1 Score
Ji_WTP_DS,Wilcoxon (CLR),0.504504505,F1 Score
MALL,Wilcoxon (CLR),1,F1 Score
ob_zhu,Wilcoxon (CLR),0.01532567,F1 Score
sed_plastic_hoellein,Wilcoxon (CLR),0.180478821,F1 Score
sed_plastic_rosato,Wilcoxon (CLR),0.35078534,F1 Score
seston_plastic_mccormick,Wilcoxon (CLR),0.039588282,F1 Score
sw_plastic_frere,Wilcoxon (CLR),0.20223398,F1 Score
sw_sed_detender,Wilcoxon (CLR),0.253504673,F1 Score
wood_plastic_kesy,Wilcoxon (CLR),0.013986014,F1 Score
ArcticFireSoils,Wilcoxon (rare),0.026830632,F1 Score
cdi_schubert,Wilcoxon (rare),0.177777778,F1 Score
Chemerin,Wilcoxon (rare),0.426966292,F1 Score
edd_singh,Wilcoxon (rare),0.032258065,F1 Score
glass_plastic_oberbeckmann,Wilcoxon (rare),0.3,F1 Score
GWMC_ASIA_NA,Wilcoxon (rare),0.002565512,F1 Score
Ji_WTP_DS,Wilcoxon (rare),0.464135021,F1 Score
ob_zhu,Wilcoxon (rare),0.076923077,F1 Score
sed_plastic_rosato,Wilcoxon (rare),0.493723849,F1 Score
seston_plastic_mccormick,Wilcoxon (rare),0.099099099,F1 Score
sw_plastic_frere,Wilcoxon (rare),0.74025974,F1 Score
sw_sed_detender,Wilcoxon (rare),0.252163164,F1 Score
t1d_mejialeon,Wilcoxon (rare),0.37037037,F1 Score
wood_plastic_kesy,Wilcoxon (rare),0.064516129,F1 Score
ArcticFireSoils,limma voom (TMM),0.023928215,F1 Score
cdi_schubert,limma voom (TMM),0.330508475,F1 Score
Chemerin,limma voom (TMM),0.481012658,F1 Score
edd_singh,limma voom (TMM),0.04494382,F1 Score
glass_plastic_oberbeckmann,limma voom (TMM),0.315789474,F1 Score
GWMC_ASIA_NA,limma voom (TMM),0.002420889,F1 Score
Ji_WTP_DS,limma voom (TMM),0.440816327,F1 Score
MALL,limma voom (TMM),0.018518519,F1 Score
ob_zhu,limma voom (TMM),0.4,F1 Score
sed_plastic_hoellein,limma voom (TMM),0.206896552,F1 Score
sed_plastic_rosato,limma voom (TMM),0.287553648,F1 Score
seston_plastic_mccormick,limma voom (TMM),0.074882995,F1 Score
sw_plastic_frere,limma voom (TMM),0.53064391,F1 Score
sw_sed_detender,limma voom (TMM),0.259569378,F1 Score
t1d_mejialeon,limma voom (TMM),0.208333333,F1 Score
wood_plastic_kesy,limma voom (TMM),0.063492063,F1 Score
ArcticFireSoils,limma voom (TMMwsp),0.032854209,F1 Score
cdi_schubert,limma voom (TMMwsp),0.128078818,F1 Score
Chemerin,limma voom (TMMwsp),0.359848485,F1 Score
edd_singh,limma voom (TMMwsp),0.054794521,F1 Score
glass_plastic_oberbeckmann,limma voom (TMMwsp),0.054945055,F1 Score
GWMC_ASIA_NA,limma voom (TMMwsp),0.002539452,F1 Score
ibd_papa,limma voom (TMMwsp),0.038461538,F1 Score
Ji_WTP_DS,limma voom (TMMwsp),0.468619247,F1 Score
MALL,limma voom (TMMwsp),0.08,F1 Score
ob_zhu,limma voom (TMMwsp),0.00867679,F1 Score
sed_plastic_hoellein,limma voom (TMMwsp),0.208510638,F1 Score
sed_plastic_rosato,limma voom (TMMwsp),0.365620737,F1 Score
seston_plastic_mccormick,limma voom (TMMwsp),0.083333333,F1 Score
sw_plastic_frere,limma voom (TMMwsp),0.626506024,F1 Score
sw_sed_detender,limma voom (TMMwsp),0.234721471,F1 Score
t1d_mejialeon,limma voom (TMMwsp),0.363636364,F1 Score
wood_plastic_kesy,limma voom (TMMwsp),0.055555556,F1 Score
