Replicate number,Tool,Percent_sig,Dataset
Blueberry.178,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.179,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.180,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.181,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.182,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.183,ANCOM-II,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.184,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.185,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.186,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.187,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.188,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.189,ANCOM-II,0.061538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.190,ANCOM-II,0.092307692,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.191,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.192,ANCOM-II,0.092307692,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.193,ANCOM-II,0.061538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.194,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.195,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.196,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.197,ANCOM-II,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.198,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.199,ANCOM-II,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.200,ANCOM-II,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.201,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.202,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.203,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.204,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.205,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.206,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.207,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.208,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.209,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.210,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.211,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.212,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.213,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.214,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.215,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.216,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.217,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.218,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.219,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.220,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.221,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.222,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.223,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.224,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.225,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.226,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.227,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.228,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.229,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.230,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.231,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.232,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.233,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.234,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.235,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.236,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.237,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.238,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.239,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.240,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.241,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.242,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.243,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.244,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.245,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.246,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.247,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.248,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.249,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.250,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.251,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.252,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.253,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.254,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.255,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.256,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.257,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.258,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.259,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.260,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.261,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.262,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.263,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.264,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.265,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.266,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.267,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.268,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.269,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.270,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.271,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.272,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.273,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.274,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.275,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.276,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.277,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.278,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.279,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.280,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.281,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.282,corncob,0.092307692,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.283,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.284,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.285,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.286,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.287,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.288,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.289,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.290,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.291,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.292,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.293,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.294,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.295,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.296,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.297,corncob,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.298,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.299,corncob,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.300,corncob,0.061538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.301,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.302,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.303,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.304,DESeq2,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.305,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.306,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.307,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.308,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.309,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.310,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.311,DESeq2,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.312,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.313,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.314,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.315,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.316,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.317,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.318,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.319,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.320,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.321,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.322,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.323,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.324,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.325,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.326,DESeq2,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.327,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.328,DESeq2,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.329,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.330,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.331,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.332,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.333,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.334,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.335,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.336,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.337,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.338,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.339,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.340,DESeq2,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.341,DESeq2,0.061538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.342,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.343,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.344,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.345,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.346,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.347,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.348,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.349,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.350,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.351,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.352,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.353,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.354,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.355,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.356,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.357,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.358,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.359,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.360,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.361,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.362,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.363,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.364,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.365,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.366,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.367,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.368,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.369,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.370,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.371,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.372,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.373,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.374,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.375,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.376,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.377,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.378,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.379,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.380,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.381,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.382,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.383,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.384,DESeq2,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.385,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.386,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.387,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.388,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.389,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.390,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.391,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.392,DESeq2,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.393,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.394,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.395,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.396,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.397,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.398,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.399,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.400,DESeq2,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.401,edgeR,0.307692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.402,edgeR,0.338461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.403,edgeR,1.353846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.404,edgeR,1.046153846,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.405,edgeR,0.307692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.406,edgeR,0.153846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.407,edgeR,0.030769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.408,edgeR,1.107692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.409,edgeR,0.676923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.410,edgeR,0.553846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.411,edgeR,0.738461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.412,edgeR,1.015384615,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.413,edgeR,0.676923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.414,edgeR,0.8,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.415,edgeR,0.307692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.416,edgeR,0.861538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.417,edgeR,0.461538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.418,edgeR,0.523076923,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.419,edgeR,1.784615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.420,edgeR,0.307692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.421,edgeR,1.169230769,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.422,edgeR,0.953846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.423,edgeR,0.153846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.424,edgeR,0.492307692,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.425,edgeR,0.553846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.426,edgeR,2.830769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.427,edgeR,0,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.428,edgeR,0.430769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.429,edgeR,0.769230769,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.430,edgeR,2.461538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.431,edgeR,0.338461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.432,edgeR,1.2,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.433,edgeR,1.753846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.434,edgeR,0.769230769,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.435,edgeR,0.153846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.436,edgeR,0.338461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.437,edgeR,0.215384615,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.438,edgeR,0.584615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.439,edgeR,0.338461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.440,edgeR,1.907692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.441,edgeR,1.107692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.442,edgeR,0.738461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.443,edgeR,0.615384615,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.444,edgeR,0.584615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.445,edgeR,0.246153846,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.446,edgeR,1.230769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.447,edgeR,0.523076923,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.448,edgeR,0.584615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.449,edgeR,0.307692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.450,edgeR,0.676923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.451,edgeR,0.246153846,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.452,edgeR,0.276923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.453,edgeR,0.830769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.454,edgeR,1.169230769,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.455,edgeR,0.461538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.456,edgeR,0.707692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.457,edgeR,0.461538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.458,edgeR,0.184615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.459,edgeR,0.953846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.460,edgeR,1.230769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.461,edgeR,0.184615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.462,edgeR,0.276923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.463,edgeR,0.276923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.464,edgeR,0.246153846,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.465,edgeR,0.215384615,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.466,edgeR,0.553846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.467,edgeR,0.338461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.468,edgeR,0.061538462,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.469,edgeR,0.8,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.470,edgeR,0.430769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.471,edgeR,0.369230769,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.472,edgeR,0.184615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.473,edgeR,0.153846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.474,edgeR,0.830769231,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.475,edgeR,0.8,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.476,edgeR,0.184615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.477,edgeR,0.584615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.478,edgeR,0.492307692,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.479,edgeR,0.953846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.480,edgeR,0.184615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.481,edgeR,0.123076923,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.482,edgeR,0.276923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.483,edgeR,1.2,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.484,edgeR,0.769230769,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.485,edgeR,1.476923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.486,edgeR,0.738461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.487,edgeR,0.276923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.488,edgeR,0.523076923,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.489,edgeR,1.384615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.490,edgeR,0.153846154,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.491,edgeR,2.492307692,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.492,edgeR,0.984615385,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.493,edgeR,1.692307692,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.494,edgeR,1.446153846,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.495,edgeR,0.523076923,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.496,edgeR,0.307692308,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.497,edgeR,0.676923077,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.498,edgeR,1.2,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.499,edgeR,0.246153846,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.500,edgeR,0.738461538,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.501,LEfSe,2.959309494,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.502,LEfSe,3.79161529,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.503,LEfSe,5.764488286,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.504,LEfSe,3.175092478,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.505,LEfSe,4.932182491,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.506,LEfSe,2.71270037,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.507,LEfSe,2.866831073,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.508,LEfSe,6.874229346,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.509,LEfSe,4.654747226,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.510,LEfSe,3.329223181,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.511,LEfSe,3.945745993,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.512,LEfSe,4.469790382,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.513,LEfSe,5.487053021,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.514,LEfSe,5.024660912,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.515,LEfSe,2.805178792,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.516,LEfSe,4.747225647,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.517,LEfSe,3.020961776,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.518,LEfSe,6.442663379,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.519,LEfSe,5.918618989,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.520,LEfSe,2.435265105,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.521,LEfSe,6.196054254,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.522,LEfSe,5.949445129,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.523,LEfSe,3.637484587,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.524,LEfSe,2.15782984,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.525,LEfSe,3.329223181,Soil - Blueberry
  ASVs: 3250,,,
Blueberry.526,LEfSe,7.151664612,Soil - Blueberry
